Trinity_ID	SB_ID	SB_chr	SB_start	SB_end	evalue	bitscore
KWMTBOMO00001	KWMTBOMO00016	Bomo_Chr1	429286	434308	2e-63	138.000000
KWMTBOMO00001	KWMTBOMO12803	Bomo_Chr21	15239971	15245815	1e-62	80.300000
KWMTBOMO00001	KWMTBOMO15398	Bomo_Chr25	11617486	11621807	5e-61	107.000000
KWMTBOMO00001	KWMTBOMO13444	Bomo_Chr22	17283602	17288748	6e-61	102.000000
KWMTBOMO00001	KWMTBOMO07645	Bomo_Chr13	3003131	3005995	4e-60	149.000000
KWMTBOMO00001	KWMTBOMO10799	Bomo_Chr18	3264465	3266122	2e-59	113.000000
KWMTBOMO00001	KWMTBOMO12568	Bomo_Chr21	7503385	7507283	2e-58	113.000000
KWMTBOMO00001	KWMTBOMO12231	Bomo_Chr20	10151667	10155609	2e-58	113.000000
KWMTBOMO00001	KWMTBOMO04374	Bomo_Chr8	5018838	5022729	2e-58	113.000000
KWMTBOMO00001	KWMTBOMO03702	Bomo_Chr6	15883080	15886873	2e-58	113.000000
KWMTBOMO00001	KWMTBOMO03681	Bomo_Chr6	15493227	15497023	2e-58	113.000000
KWMTBOMO00001	KWMTBOMO01733	Bomo_Chr4	2890033	2893925	2e-58	113.000000
KWMTBOMO00001	KWMTBOMO16263	Bomo_Chr28	3237808	3238712	2e-58	194.000000
KWMTBOMO00001	KWMTBOMO13630	Bomo_Chr23	3586537	3589739	6e-58	116.000000
KWMTBOMO00001	KWMTBOMO07668	Bomo_Chr13	3832900	3841018	6e-58	113.000000
KWMTBOMO00001	KWMTBOMO15450	Bomo_Chr25	14014211	14017477	8e-58	116.000000
KWMTBOMO00001	KWMTBOMO04054	Bomo_Chr7	9858081	9860857	2e-57	129.000000
KWMTBOMO00001	KWMTBOMO09143	Bomo_Chr15	12052158	12056588	6e-57	127.000000
KWMTBOMO00001	KWMTBOMO06900	Bomo_Chr11	19067906	19072287	8e-57	127.000000
KWMTBOMO00001	KWMTBOMO01253	Bomo_Chr3	6540653	6544940	1e-55	124.000000
KWMTBOMO00001	KWMTBOMO04260	Bomo_Chr8	1241610	1245961	1e-55	129.000000
KWMTBOMO00001	KWMTBOMO13131	Bomo_Chr22	8948052	8948480	2e-54	212.000000
KWMTBOMO00001	KWMTBOMO02499	Bomo_Chr5	3532077	3542841	2e-54	212.000000
KWMTBOMO00001	KWMTBOMO16022	Bomo_Chr27	6368725	6372787	2e-53	128.000000
KWMTBOMO00001	KWMTBOMO12852	Bomo_Chr22	1674744	1678658	1e-52	122.000000
KWMTBOMO00001	KWMTBOMO11843	Bomo_Chr20	1722671	1726613	2e-52	128.000000
KWMTBOMO00001	KWMTBOMO04938	Bomo_Chr9	2054667	2059034	3e-52	134.000000
KWMTBOMO00001	KWMTBOMO12217	Bomo_Chr20	9729579	9733434	3e-52	103.000000
KWMTBOMO00001	KWMTBOMO01559	Bomo_Chr3	13874981	13879555	3e-52	122.000000
KWMTBOMO00001	KWMTBOMO11982	Bomo_Chr20	4753846	4759058	5e-52	122.000000
KWMTBOMO00001	KWMTBOMO06447	Bomo_Chr11	7261241	7267487	5e-52	122.000000
KWMTBOMO00001	KWMTBOMO01451	Bomo_Chr3	10909700	10914211	6e-52	133.000000
KWMTBOMO00001	KWMTBOMO10154	Bomo_Chr17	3139331	3143493	1e-51	134.000000
KWMTBOMO00001	KWMTBOMO04793	Bomo_Chr8	15025612	15029776	1e-51	133.000000
KWMTBOMO00001	KWMTBOMO06301	Bomo_Chr11	4330292	4343896	1e-50	133.000000
KWMTBOMO00001	KWMTBOMO10622	Bomo_Chr17	16015707	16021981	2e-50	103.000000
KWMTBOMO00001	KWMTBOMO10707	Bomo_Chr18	1210863	1215034	3e-50	192.000000
KWMTBOMO00001	KWMTBOMO01985	Bomo_Chr4	9133410	9138165	3e-50	101.000000
KWMTBOMO00001	KWMTBOMO11846	Bomo_Chr20	1835234	1839906	6e-50	101.000000
KWMTBOMO00001	KWMTBOMO05389	Bomo_Chr9	16671347	16675993	6e-50	101.000000
KWMTBOMO00001	KWMTBOMO04368	Bomo_Chr8	4709683	4714323	6e-50	101.000000
KWMTBOMO00001	KWMTBOMO16806	Bomo_Scaf282	643	5315	6e-50	101.000000
KWMTBOMO00001	KWMTBOMO03410	Bomo_Chr6	7093252	7098666	6e-50	101.000000
KWMTBOMO00001	KWMTBOMO14521	Bomo_Chr24	9309304	9313985	3e-49	101.000000
KWMTBOMO00001	KWMTBOMO04056	Bomo_Chr7	9901870	9906550	4e-49	99.100000
KWMTBOMO00001	KWMTBOMO05543	Bomo_Chr10	4462528	4466280	2e-48	141.000000
KWMTBOMO00001	KWMTBOMO02332	Bomo_Chr4	18181940	18185047	3e-48	90.900000
KWMTBOMO00001	KWMTBOMO04620	Bomo_Chr8	10762007	10766208	3e-48	116.000000
KWMTBOMO00001	KWMTBOMO08710	Bomo_Chr15	3221584	3225820	4e-48	90.400000
KWMTBOMO00001	KWMTBOMO00285	Bomo_Chr1	9021603	9026171	4e-48	90.400000
KWMTBOMO00001	KWMTBOMO16494	Bomo_Scaf003	55000	59975	4e-48	90.400000
KWMTBOMO00001	KWMTBOMO12648	Bomo_Chr21	10211828	10215763	4e-48	90.400000
KWMTBOMO00001	KWMTBOMO04872	Bomo_Chr9	646796	650819	5e-48	116.000000
KWMTBOMO00001	KWMTBOMO07421	Bomo_Chr12	12605432	12609998	5e-48	90.400000
KWMTBOMO00001	KWMTBOMO16013	Bomo_Chr27	6010686	6015463	5e-48	90.400000
KWMTBOMO00001	KWMTBOMO16661	Bomo_Scaf077	16253	20305	8e-48	131.000000
KWMTBOMO00001	KWMTBOMO16703	Bomo_Scaf104	8572	13075	8e-48	131.000000
KWMTBOMO00001	KWMTBOMO12802	Bomo_Chr21	15225126	15239908	9e-48	131.000000
KWMTBOMO00001	KWMTBOMO16108	Bomo_Chr27	9292376	9296412	1e-47	115.000000
KWMTBOMO00001	KWMTBOMO00101	Bomo_Chr1	3037681	3041705	1e-47	115.000000
KWMTBOMO00001	KWMTBOMO10957	Bomo_Chr18	8185340	8211996	6e-47	139.000000
KWMTBOMO00001	KWMTBOMO14879	Bomo_Chr24	16959567	16963750	4e-46	131.000000
KWMTBOMO00001	KWMTBOMO14558	Bomo_Chr24	10199559	10200773	1e-44	86.800000
KWMTBOMO00001	KWMTBOMO03230	Bomo_Chr6	2136049	2141070	4e-44	101.000000
KWMTBOMO00001	KWMTBOMO03125	Bomo_Chr5	18781399	18783942	4e-44	82.600000
KWMTBOMO00001	KWMTBOMO16495	Bomo_Scaf003	76724	79975	5e-44	132.000000
KWMTBOMO00001	KWMTBOMO01372	Bomo_Chr3	9215171	9219473	2e-43	132.000000
KWMTBOMO00001	KWMTBOMO08482	Bomo_Chr14	10621407	10626320	9e-43	148.000000
KWMTBOMO00001	KWMTBOMO09987	Bomo_Chr16	14166309	14167331	2e-42	139.000000
KWMTBOMO00001	KWMTBOMO16300	Bomo_Chr28	4888911	4894189	8e-42	122.000000
KWMTBOMO00001	KWMTBOMO16055	Bomo_Chr27	7667660	7673590	2e-41	122.000000
KWMTBOMO00001	KWMTBOMO10340	Bomo_Chr17	7902283	7906345	3e-41	87.700000
KWMTBOMO00001	KWMTBOMO16536	Bomo_Scaf007	103626	107726	3e-41	141.000000
KWMTBOMO00001	KWMTBOMO11500	Bomo_Chr19	7225851	7230010	2e-40	92.300000
KWMTBOMO00001	KWMTBOMO12232	Bomo_Chr20	10175351	10180829	3e-40	87.700000
KWMTBOMO00001	KWMTBOMO07490	Bomo_Chr12	14301734	14305822	5e-40	106.000000
KWMTBOMO00001	KWMTBOMO09316	Bomo_Chr15	15816625	15820668	1e-39	125.000000
KWMTBOMO00001	KWMTBOMO10476	Bomo_Chr17	12164800	12165996	2e-39	150.000000
KWMTBOMO00001	KWMTBOMO06116	Bomo_Chr11	662039	665534	2e-39	126.000000
KWMTBOMO00001	KWMTBOMO01565	Bomo_Chr3	14027451	14031519	2e-39	105.000000
KWMTBOMO00001	KWMTBOMO02255	Bomo_Chr4	14918181	14921131	4e-39	101.000000
KWMTBOMO00001	KWMTBOMO15517	Bomo_Chr26	1498496	1500808	4e-39	84.500000
KWMTBOMO00001	KWMTBOMO07098	Bomo_Chr12	4409522	4415267	6e-38	110.000000
KWMTBOMO00001	KWMTBOMO06987	Bomo_Chr12	1163585	1167321	2e-36	137.000000
KWMTBOMO00001	KWMTBOMO04213	Bomo_Chr7	13837160	13841471	8e-36	122.000000
KWMTBOMO00001	KWMTBOMO16035	Bomo_Chr27	6980566	6984838	1e-35	144.000000
KWMTBOMO00001	KWMTBOMO06838	Bomo_Chr11	16666234	16670490	1e-35	144.000000
KWMTBOMO00001	KWMTBOMO02405	Bomo_Chr5	1358008	1362273	1e-35	144.000000
KWMTBOMO00001	KWMTBOMO01023	Bomo_Chr3	145982	155045	2e-34	132.000000
KWMTBOMO00001	KWMTBOMO14940	Bomo_Chr25	793423	797490	4e-34	126.000000
KWMTBOMO00001	KWMTBOMO10718	Bomo_Chr18	1425959	1456071	4e-30	65.200000
KWMTBOMO00001	KWMTBOMO00866	Bomo_Chr2	5068893	5073401	6e-30	75.800000
KWMTBOMO00001	KWMTBOMO08422	Bomo_Chr14	8586174	8589802	1e-27	101.000000
KWMTBOMO00001	KWMTBOMO14089	Bomo_Chr23	17679117	17682237	2e-27	121.000000
KWMTBOMO00001	KWMTBOMO04122	Bomo_Chr7	11807798	11808919	3e-26	87.200000
KWMTBOMO00001	KWMTBOMO00742	Bomo_Chr2	1988717	1989131	3e-26	118.000000
KWMTBOMO00001	KWMTBOMO11939	Bomo_Chr20	3882477	3883578	5e-26	91.800000
KWMTBOMO00001	KWMTBOMO05008	Bomo_Chr9	5427440	5431610	2e-25	87.700000
KWMTBOMO00001	KWMTBOMO12796	Bomo_Chr21	14719925	14723894	7e-24	111.000000
KWMTBOMO00001	KWMTBOMO02937	Bomo_Chr5	14169466	14173395	1e-23	64.300000
KWMTBOMO00001	KWMTBOMO12864	Bomo_Chr22	2371132	2375294	1e-23	64.300000
KWMTBOMO00001	KWMTBOMO14515	Bomo_Chr24	9111231	9114763	3e-23	83.500000
KWMTBOMO00001	KWMTBOMO09401	Bomo_Chr16	484883	486266	5e-23	77.100000
KWMTBOMO00001	KWMTBOMO14333	Bomo_Chr24	2293435	2297449	2e-22	54.700000
KWMTBOMO00001	KWMTBOMO16647	Bomo_Scaf068	2016	11731	2e-22	74.800000
KWMTBOMO00001	KWMTBOMO14830	Bomo_Chr24	15954768	15957146	2e-22	81.700000
KWMTBOMO00001	KWMTBOMO08384	Bomo_Chr14	7188027	7193581	7e-22	89.500000
KWMTBOMO00001	KWMTBOMO02496	Bomo_Chr5	3486513	3490941	1e-21	72.100000
KWMTBOMO00001	KWMTBOMO09693	Bomo_Chr16	7070310	7070711	2e-21	103.000000
KWMTBOMO00001	KWMTBOMO04932	Bomo_Chr9	1889625	1894005	2e-21	71.600000
KWMTBOMO00001	KWMTBOMO12028	Bomo_Chr20	5977325	5980270	1e-20	64.300000
KWMTBOMO00001	KWMTBOMO12740	Bomo_Chr21	13583739	13586719	2e-20	64.300000
KWMTBOMO00001	KWMTBOMO10379	Bomo_Chr17	9274380	9278538	4e-20	64.300000
KWMTBOMO00001	KWMTBOMO07672	Bomo_Chr13	4180037	4184170	5e-20	76.700000
KWMTBOMO00001	KWMTBOMO00436	Bomo_Chr1	12879763	12884044	7e-20	62.500000
KWMTBOMO00001	KWMTBOMO04428	Bomo_Chr8	6474364	6478533	7e-20	64.300000
KWMTBOMO00001	KWMTBOMO07335	Bomo_Chr12	10748758	10755706	8e-20	64.300000
KWMTBOMO00001	KWMTBOMO11011	Bomo_Chr18	9465323	9477469	9e-20	71.600000
KWMTBOMO00001	KWMTBOMO06392	Bomo_Chr11	6138189	6143910	1e-19	85.800000
KWMTBOMO00001	KWMTBOMO03931	Bomo_Chr7	6745555	6749721	3e-19	62.000000
KWMTBOMO00001	KWMTBOMO04539	Bomo_Chr8	9398857	9404744	4e-19	62.000000
KWMTBOMO00001	KWMTBOMO07319	Bomo_Chr12	10588928	10592471	6e-19	60.200000
KWMTBOMO00001	KWMTBOMO07300	Bomo_Chr12	10151729	10155277	2e-18	62.000000
KWMTBOMO00001	KWMTBOMO09086	Bomo_Chr15	11055739	11070793	2e-18	62.000000
KWMTBOMO00001	KWMTBOMO14522	Bomo_Chr24	9321156	9323885	1e-17	64.300000
KWMTBOMO00001	KWMTBOMO09995	Bomo_Chr16	14286664	14290704	3e-17	68.900000
KWMTBOMO00001	KWMTBOMO07618	Bomo_Chr13	1800002	1803829	5e-17	46.000000
KWMTBOMO00001	KWMTBOMO09113	Bomo_Chr15	11508284	11512820	5e-17	54.200000
KWMTBOMO00001	KWMTBOMO08063	Bomo_Chr13	13882395	13884414	7e-17	57.900000
KWMTBOMO00001	KWMTBOMO03235	Bomo_Chr6	2187249	2210403	3e-16	61.600000
KWMTBOMO00001	KWMTBOMO10438	Bomo_Chr17	10938469	10942472	6e-16	68.900000
KWMTBOMO00001	KWMTBOMO16648	Bomo_Scaf068	14716	15294	7e-16	49.200000
KWMTBOMO00001	KWMTBOMO05388	Bomo_Chr9	16608580	16610323	2e-15	83.100000
KWMTBOMO00001	KWMTBOMO06308	Bomo_Chr11	4501272	4511756	6e-15	61.600000
KWMTBOMO00001	KWMTBOMO11159	Bomo_Chr18	15196163	15201741	2e-14	65.700000
KWMTBOMO00001	KWMTBOMO06791	Bomo_Chr11	15075951	15080114	6e-14	55.100000
KWMTBOMO00001	KWMTBOMO01653	Bomo_Chr4	998913	1003049	8e-14	55.100000
KWMTBOMO00001	KWMTBOMO06902	Bomo_Chr11	19357576	19361757	2e-13	55.600000
KWMTBOMO00001	KWMTBOMO12778	Bomo_Chr21	14341952	14346374	5e-11	68.400000
KWMTBOMO00002	KWMTBOMO16726	Bomo_Scaf139	7792	10285	0	719.000000
KWMTBOMO00002	KWMTBOMO00002	Bomo_Chr1	30986	33480	0	719.000000
KWMTBOMO00002	KWMTBOMO16810	Bomo_Scaf293	12330	14835	0	716.000000
KWMTBOMO00002	KWMTBOMO16768	Bomo_Scaf196	1345	3835	0	716.000000
KWMTBOMO00002	KWMTBOMO16699	Bomo_Scaf101	3716	9733	0	703.000000
KWMTBOMO00002	KWMTBOMO15853	Bomo_Chr27	10726	17153	0	703.000000
KWMTBOMO00002	KWMTBOMO16724	Bomo_Scaf137	7457	9965	0	470.000000
KWMTBOMO00002	KWMTBOMO16754	Bomo_Scaf169	11806	15434	0	446.000000
KWMTBOMO00002	KWMTBOMO16642	Bomo_Scaf062	18516	21005	1e-180	371.000000
KWMTBOMO00002	KWMTBOMO06898	Bomo_Chr11	18991416	18995232	4e-172	343.000000
KWMTBOMO00002	KWMTBOMO16743	Bomo_Scaf158	17741	19795	4e-125	285.000000
KWMTBOMO00002	KWMTBOMO14255	Bomo_Chr24	32396	37650	6e-21	57.900000
KWMTBOMO00002	KWMTBOMO04989	Bomo_Chr9	4693011	4698405	5e-13	56.100000
KWMTBOMO00003	KWMTBOMO00003	Bomo_Chr1	51976	71352	0	2234.000000
KWMTBOMO00003	KWMTBOMO01767	Bomo_Chr4	4116810	4145178	2e-19	191.000000
KWMTBOMO00004	KWMTBOMO00004	Bomo_Chr1	78818	80935	0	714.000000
KWMTBOMO00005	KWMTBOMO00005	Bomo_Chr1	86646	118755	0	1381.000000
KWMTBOMO00005	KWMTBOMO11568	Bomo_Chr19	8594808	8626562	4e-106	237.000000
KWMTBOMO00005	KWMTBOMO06833	Bomo_Chr11	16478066	16489921	4e-88	182.000000
KWMTBOMO00005	KWMTBOMO07913	Bomo_Chr13	9979630	10008003	1e-82	211.000000
KWMTBOMO00005	KWMTBOMO12604	Bomo_Chr21	9158050	9197714	9e-73	148.000000
KWMTBOMO00005	KWMTBOMO02904	Bomo_Chr5	13535529	13548698	2e-62	121.000000
KWMTBOMO00005	KWMTBOMO00022	Bomo_Chr1	564496	567714	1e-55	120.000000
KWMTBOMO00005	KWMTBOMO07402	Bomo_Chr12	12090675	12094354	2e-55	129.000000
KWMTBOMO00005	KWMTBOMO02890	Bomo_Chr5	13191397	13208893	5e-54	109.000000
KWMTBOMO00005	KWMTBOMO03834	Bomo_Chr7	3514790	3621947	6e-54	131.000000
KWMTBOMO00005	KWMTBOMO13184	Bomo_Chr22	9642417	9644741	1e-52	110.000000
KWMTBOMO00005	KWMTBOMO04841	Bomo_Chr9	77761	87725	1e-52	126.000000
KWMTBOMO00005	KWMTBOMO12011	Bomo_Chr20	5413372	5433230	1e-52	177.000000
KWMTBOMO00005	KWMTBOMO02344	Bomo_Chr4	18586402	18600088	2e-51	99.600000
KWMTBOMO00005	KWMTBOMO14475	Bomo_Chr24	7431889	7472345	3e-50	127.000000
KWMTBOMO00005	KWMTBOMO11683	Bomo_Chr19	11223374	11226742	7e-49	132.000000
KWMTBOMO00005	KWMTBOMO13469	Bomo_Chr22	18255693	18264576	3e-45	111.000000
KWMTBOMO00005	KWMTBOMO00169	Bomo_Chr1	5319858	5335916	4e-45	106.000000
KWMTBOMO00005	KWMTBOMO01838	Bomo_Chr4	5937320	5947715	2e-44	103.000000
KWMTBOMO00005	KWMTBOMO03309	Bomo_Chr6	4051720	4054200	1e-43	119.000000
KWMTBOMO00005	KWMTBOMO00514	Bomo_Chr1	14954797	15006220	2e-39	66.100000
KWMTBOMO00005	KWMTBOMO02511	Bomo_Chr5	4191245	4219770	4e-38	113.000000
KWMTBOMO00005	KWMTBOMO04351	Bomo_Chr8	4176113	4189232	2e-37	98.200000
KWMTBOMO00005	KWMTBOMO07904	Bomo_Chr13	9788421	9820409	3e-37	110.000000
KWMTBOMO00005	KWMTBOMO00199	Bomo_Chr1	6227134	6272752	2e-35	83.100000
KWMTBOMO00005	KWMTBOMO13778	Bomo_Chr23	8959273	9004587	7e-35	72.500000
KWMTBOMO00005	KWMTBOMO05588	Bomo_Chr10	5417861	5439429	2e-33	64.300000
KWMTBOMO00005	KWMTBOMO02536	Bomo_Chr5	5044762	5091358	7e-31	100.000000
KWMTBOMO00005	KWMTBOMO02346	Bomo_Chr4	18614402	18617336	1e-30	78.000000
KWMTBOMO00005	KWMTBOMO14928	Bomo_Chr25	630931	633382	1e-28	79.900000
KWMTBOMO00005	KWMTBOMO00056	Bomo_Chr1	1766495	1775110	4e-26	55.100000
KWMTBOMO00005	KWMTBOMO11561	Bomo_Chr19	8058725	8092549	4e-24	57.900000
KWMTBOMO00005	KWMTBOMO14457	Bomo_Chr24	6911405	6956689	3e-23	44.100000
KWMTBOMO00005	KWMTBOMO09431	Bomo_Chr16	1089187	1097014	2e-22	61.600000
KWMTBOMO00005	KWMTBOMO10725	Bomo_Chr18	1631040	1691758	8e-17	49.600000
KWMTBOMO00005	KWMTBOMO01385	Bomo_Chr3	9387152	9413590	5e-15	41.400000
KWMTBOMO00005	KWMTBOMO13202	Bomo_Chr22	10079326	10082656	1e-12	37.700000
KWMTBOMO00005	KWMTBOMO10926	Bomo_Chr18	7340194	7379252	1e-12	46.400000
KWMTBOMO00005	KWMTBOMO13285	Bomo_Chr22	12820198	12855296	1e-12	41.400000
KWMTBOMO00005	KWMTBOMO09830	Bomo_Chr16	9953789	9958322	5e-12	46.900000
KWMTBOMO00005	KWMTBOMO15000	Bomo_Chr25	2089202	2111908	8e-12	41.800000
KWMTBOMO00005	KWMTBOMO10247	Bomo_Chr17	5785531	5807979	9e-12	69.800000
KWMTBOMO00005	KWMTBOMO05797	Bomo_Chr10	10322577	10329250	1e-11	47.300000
KWMTBOMO00005	KWMTBOMO14043	Bomo_Chr23	16713363	16741017	5e-11	43.200000
KWMTBOMO00005	KWMTBOMO05416	Bomo_Chr10	1542131	1543233	9e-11	40.900000
KWMTBOMO00006	KWMTBOMO00006	Bomo_Chr1	125707	142035	0	724.000000
KWMTBOMO00007	KWMTBOMO00007	Bomo_Chr1	152176	201965	0	1081.000000
KWMTBOMO00007	KWMTBOMO05630	Bomo_Chr10	6765568	6834998	0	354.000000
KWMTBOMO00007	KWMTBOMO09285	Bomo_Chr15	15089419	15133784	3e-155	298.000000
KWMTBOMO00007	KWMTBOMO01922	Bomo_Chr4	8090344	8127313	4e-130	266.000000
KWMTBOMO00007	KWMTBOMO07757	Bomo_Chr13	6315551	6326775	7e-95	225.000000
KWMTBOMO00007	KWMTBOMO02604	Bomo_Chr5	6558240	6594237	5e-91	221.000000
KWMTBOMO00007	KWMTBOMO06860	Bomo_Chr11	17717288	17741476	6e-88	315.000000
KWMTBOMO00007	KWMTBOMO06859	Bomo_Chr11	17691380	17716186	8e-79	150.000000
KWMTBOMO00007	KWMTBOMO15623	Bomo_Chr26	4321280	4356978	1e-32	89.500000
KWMTBOMO00007	KWMTBOMO09372	Bomo_Chr15	18367604	18378894	4e-32	82.200000
